"","X.2","X.1","X","SSBestratioreal","Fratioreal","Year","Scenario","Misspecification","Compare_Mis","Compare_Rho","Compare_Freq","OM","Rho","Frequency","HCR"
"544",544,544,544,1.08484330007563,0.704857414729299,2038,27,NA,"Misspecified and correctly specified stock assessment",NA,NA,2,"No rho-adjustment","Two year updates",3
"545",545,545,545,2.51411039436644,0.0625775814095745,2019,28,NA,"Misspecified and correctly specified stock assessment",NA,NA,2,"No rho-adjustment","Two year updates",4
"546",546,546,546,3.39415594988425,0.0399332271542553,2020,28,NA,"Misspecified and correctly specified stock assessment",NA,NA,2,"No rho-adjustment","Two year updates",4
"547",547,547,547,3.40086375534675,0.0305766220700637,2021,28,NA,"Misspecified and correctly specified stock assessment",NA,NA,2,"No rho-adjustment","Two year updates",4
"548",548,548,548,3.40082392489057,0.0306016607006369,2022,28,NA,"Misspecified and correctly specified stock assessment",NA,NA,2,"No rho-adjustment","Two year updates",4
"549",549,549,549,3.04396283443867,0.054597060071656,2023,28,NA,"Misspecified and correctly specified stock assessment",NA,NA,2,"No rho-adjustment","Two year updates",4
"550",550,550,550,3.06716809516254,0.0544022471178344,2024,28,NA,"Misspecified and correctly specified stock assessment",NA,NA,2,"No rho-adjustment","Two year updates",4
"551",551,551,551,2.65823337887138,0.0850460312579618,2025,28,NA,"Misspecified and correctly specified stock assessment",NA,NA,2,"No rho-adjustment","Two year updates",4
"552",552,552,552,2.77424664802168,0.0860372126512739,2026,28,NA,"Misspecified and correctly specified stock assessment",NA,NA,2,"No rho-adjustment","Two year updates",4
"553",553,553,553,2.56759632843862,0.114517191425159,2027,28,NA,"Misspecified and correctly specified stock assessment",NA,NA,2,"No rho-adjustment","Two year updates",4
"554",554,554,554,2.53797483975313,0.11465748888535,2028,28,NA,"Misspecified and correctly specified stock assessment",NA,NA,2,"No rho-adjustment","Two year updates",4
"555",555,555,555,2.29533747713215,0.162857759474522,2029,28,NA,"Misspecified and correctly specified stock assessment",NA,NA,2,"No rho-adjustment","Two year updates",4
"556",556,556,556,2.26793274843359,0.160185832165605,2030,28,NA,"Misspecified and correctly specified stock assessment",NA,NA,2,"No rho-adjustment","Two year updates",4
"557",557,557,557,2.01608841838437,0.245690448964968,2031,28,NA,"Misspecified and correctly specified stock assessment",NA,NA,2,"No rho-adjustment","Two year updates",4
"558",558,558,558,1.92878616383087,0.246990978343949,2032,28,NA,"Misspecified and correctly specified stock assessment",NA,NA,2,"No rho-adjustment","Two year updates",4
"559",559,559,559,1.76244745959964,0.385676914729299,2033,28,NA,"Misspecified and correctly specified stock assessment",NA,NA,2,"No rho-adjustment","Two year updates",4
"560",560,560,560,1.64053770237007,0.391696207882166,2034,28,NA,"Misspecified and correctly specified stock assessment",NA,NA,2,"No rho-adjustment","Two year updates",4
"561",561,561,561,1.44162136001621,0.555768515923567,2035,28,NA,"Misspecified and correctly specified stock assessment",NA,NA,2,"No rho-adjustment","Two year updates",4
"562",562,562,562,1.31872257372258,0.560053637340764,2036,28,NA,"Misspecified and correctly specified stock assessment",NA,NA,2,"No rho-adjustment","Two year updates",4
"563",563,563,563,1.47505873159593,0.646394041719745,2037,28,NA,"Misspecified and correctly specified stock assessment",NA,NA,2,"No rho-adjustment","Two year updates",4
"564",564,564,564,1.42020945121323,0.64730690183121,2038,28,NA,"Misspecified and correctly specified stock assessment",NA,NA,2,"No rho-adjustment","Two year updates",4
"565",565,565,565,2.50772245897076,0.0624773625797872,2019,29,4,"Misspecified and correctly specified stock assessment",NA,NA,6,"No rho-adjustment","Two year updates",1
"566",566,566,566,3.38821489202097,1.0188152712766,2020,29,4,"Misspecified and correctly specified stock assessment",NA,NA,6,"No rho-adjustment","Two year updates",1
"567",567,567,567,2.60882061975281,0.967459517914013,2021,29,4,"Misspecified and correctly specified stock assessment",NA,NA,6,"No rho-adjustment","Two year updates",1
"568",568,568,568,1.89018503698575,0.96850043455414,2022,29,4,"Misspecified and correctly specified stock assessment",NA,NA,6,"No rho-adjustment","Two year updates",1
"569",569,569,569,1.53168985737438,0.758694845063694,2023,29,4,"Misspecified and correctly specified stock assessment",NA,NA,6,"No rho-adjustment","Two year updates",1
"570",570,570,570,1.47915590751723,0.758537438933121,2024,29,4,"Misspecified and correctly specified stock assessment",NA,NA,6,"No rho-adjustment","Two year updates",1
"571",571,571,571,1.32521518768333,0.673823988773885,2025,29,4,"Misspecified and correctly specified stock assessment",NA,NA,6,"No rho-adjustment","Two year updates",1
"572",572,572,572,1.40055536867132,0.680866779697452,2026,29,4,"Misspecified and correctly specified stock assessment",NA,NA,6,"No rho-adjustment","Two year updates",1
"573",573,573,573,1.32601272785586,0.653757133041401,2027,29,4,"Misspecified and correctly specified stock assessment",NA,NA,6,"No rho-adjustment","Two year updates",1
"574",574,574,574,1.38399608110633,0.660811377468153,2028,29,4,"Misspecified and correctly specified stock assessment",NA,NA,6,"No rho-adjustment","Two year updates",1
"575",575,575,575,1.28756143719959,0.63575850955414,2029,29,4,"Misspecified and correctly specified stock assessment",NA,NA,6,"No rho-adjustment","Two year updates",1
"576",576,576,576,1.3460869833185,0.63339837205414,2030,29,4,"Misspecified and correctly specified stock assessment",NA,NA,6,"No rho-adjustment","Two year updates",1
"577",577,577,577,1.17764899872135,0.625932676433121,2031,29,4,"Misspecified and correctly specified stock assessment",NA,NA,6,"No rho-adjustment","Two year updates",1
"578",578,578,578,1.17542771815776,0.630754601273885,2032,29,4,"Misspecified and correctly specified stock assessment",NA,NA,6,"No rho-adjustment","Two year updates",1
"579",579,579,579,1.08732839722564,0.609993695063694,2033,29,4,"Misspecified and correctly specified stock assessment",NA,NA,6,"No rho-adjustment","Two year updates",1
"580",580,580,580,1.11556593391906,0.615107525159236,2034,29,4,"Misspecified and correctly specified stock assessment",NA,NA,6,"No rho-adjustment","Two year updates",1
"581",581,581,581,1.00138511713293,0.605197938296178,2035,29,4,"Misspecified and correctly specified stock assessment",NA,NA,6,"No rho-adjustment","Two year updates",1
"582",582,582,582,0.9690186968298,0.611913031767516,2036,29,4,"Misspecified and correctly specified stock assessment",NA,NA,6,"No rho-adjustment","Two year updates",1
"583",583,583,583,1.13873364167632,0.60234983383758,2037,29,4,"Misspecified and correctly specified stock assessment",NA,NA,6,"No rho-adjustment","Two year updates",1
"584",584,584,584,1.13109697600625,0.622020986942675,2038,29,4,"Misspecified and correctly specified stock assessment",NA,NA,6,"No rho-adjustment","Two year updates",1
"585",585,585,585,2.52595391267397,0.0622294104255319,2019,30,4,"Misspecified and correctly specified stock assessment",NA,NA,6,"No rho-adjustment","Two year updates",2
"586",586,586,586,3.41197739556237,1.00503261382979,2020,30,4,"Misspecified and correctly specified stock assessment",NA,NA,6,"No rho-adjustment","Two year updates",2
"587",587,587,587,2.62876638826331,0.94390976321656,2021,30,4,"Misspecified and correctly specified stock assessment",NA,NA,6,"No rho-adjustment","Two year updates",2
"588",588,588,588,1.90291717040549,0.951217098248407,2022,30,4,"Misspecified and correctly specified stock assessment",NA,NA,6,"No rho-adjustment","Two year updates",2
"589",589,589,589,1.52378091909737,0.694294500955414,2023,30,4,"Misspecified and correctly specified stock assessment",NA,NA,6,"No rho-adjustment","Two year updates",2
"590",590,590,590,1.58224343498142,0.692880152388535,2024,30,4,"Misspecified and correctly specified stock assessment",NA,NA,6,"No rho-adjustment","Two year updates",2
"591",591,591,591,1.41676142607715,0.641351796019108,2025,30,4,"Misspecified and correctly specified stock assessment",NA,NA,6,"No rho-adjustment","Two year updates",2
"592",592,592,592,1.48804758527817,0.640691628821656,2026,30,4,"Misspecified and correctly specified stock assessment",NA,NA,6,"No rho-adjustment","Two year updates",2
"593",593,593,593,1.39247351877797,0.616242376433121,2027,30,4,"Misspecified and correctly specified stock assessment",NA,NA,6,"No rho-adjustment","Two year updates",2
"594",594,594,594,1.41640246256189,0.618035804140127,2028,30,4,"Misspecified and correctly specified stock assessment",NA,NA,6,"No rho-adjustment","Two year updates",2
"595",595,595,595,1.22499570193681,0.594058690605096,2029,30,4,"Misspecified and correctly specified stock assessment",NA,NA,6,"No rho-adjustment","Two year updates",2
"596",596,596,596,1.27219806057294,0.601531942356688,2030,30,4,"Misspecified and correctly specified stock assessment",NA,NA,6,"No rho-adjustment","Two year updates",2
"597",597,597,597,1.13802345240872,0.589333961464968,2031,30,4,"Misspecified and correctly specified stock assessment",NA,NA,6,"No rho-adjustment","Two year updates",2
"598",598,598,598,1.14107816996634,0.589951178025478,2032,30,4,"Misspecified and correctly specified stock assessment",NA,NA,6,"No rho-adjustment","Two year updates",2
"599",599,599,599,1.08069463302965,0.566793944426752,2033,30,4,"Misspecified and correctly specified stock assessment",NA,NA,6,"No rho-adjustment","Two year updates",2
"600",600,600,600,1.08648307027839,0.578936566719745,2034,30,4,"Misspecified and correctly specified stock assessment",NA,NA,6,"No rho-adjustment","Two year updates",2
"601",601,601,601,1.00574532011849,0.571454883917197,2035,30,4,"Misspecified and correctly specified stock assessment",NA,NA,6,"No rho-adjustment","Two year updates",2
"602",602,602,602,1.01142930450926,0.58069833821656,2036,30,4,"Misspecified and correctly specified stock assessment",NA,NA,6,"No rho-adjustment","Two year updates",2
"603",603,603,603,1.18480781400003,0.569093394267516,2037,30,4,"Misspecified and correctly specified stock assessment",NA,NA,6,"No rho-adjustment","Two year updates",2
"604",604,604,604,1.15577228776081,0.589357982006369,2038,30,4,"Misspecified and correctly specified stock assessment",NA,NA,6,"No rho-adjustment","Two year updates",2
"605",605,605,605,2.51844169877766,0.0624499343617021,2019,31,4,"Misspecified and correctly specified stock assessment",NA,NA,6,"No rho-adjustment","Two year updates",3
"606",606,606,606,3.40090369053535,1.0102845375,2020,31,4,"Misspecified and correctly specified stock assessment",NA,NA,6,"No rho-adjustment","Two year updates",3
"607",607,607,607,2.59824089624099,0.956180680652866,2021,31,4,"Misspecified and correctly specified stock assessment",NA,NA,6,"No rho-adjustment","Two year updates",3
"608",608,608,608,1.89531789188286,0.957418692993631,2022,31,4,"Misspecified and correctly specified stock assessment",NA,NA,6,"No rho-adjustment","Two year updates",3
"609",609,609,609,1.54718559809253,0.743172246257962,2023,31,4,"Misspecified and correctly specified stock assessment",NA,NA,6,"No rho-adjustment","Two year updates",3
"610",610,610,610,1.56071118481266,0.753999545063694,2024,31,4,"Misspecified and correctly specified stock assessment",NA,NA,6,"No rho-adjustment","Two year updates",3
"611",611,611,611,1.40871203542703,0.677053160828025,2025,31,4,"Misspecified and correctly specified stock assessment",NA,NA,6,"No rho-adjustment","Two year updates",3
"612",612,612,612,1.49033147743792,0.678300320063694,2026,31,4,"Misspecified and correctly specified stock assessment",NA,NA,6,"No rho-adjustment","Two year updates",3
"613",613,613,613,1.37287850600447,0.650522154697452,2027,31,4,"Misspecified and correctly specified stock assessment",NA,NA,6,"No rho-adjustment","Two year updates",3
"614",614,614,614,1.35936175689263,0.648308367515923,2028,31,4,"Misspecified and correctly specified stock assessment",NA,NA,6,"No rho-adjustment","Two year updates",3
"615",615,615,615,1.26296681900708,0.620888760429936,2029,31,4,"Misspecified and correctly specified stock assessment",NA,NA,6,"No rho-adjustment","Two year updates",3
"616",616,616,616,1.32567898466649,0.621953538535032,2030,31,4,"Misspecified and correctly specified stock assessment",NA,NA,6,"No rho-adjustment","Two year updates",3
"617",617,617,617,1.2133582442719,0.616431518312102,2031,31,4,"Misspecified and correctly specified stock assessment",NA,NA,6,"No rho-adjustment","Two year updates",3
"618",618,618,618,1.18643791664044,0.621437812738853,2032,31,4,"Misspecified and correctly specified stock assessment",NA,NA,6,"No rho-adjustment","Two year updates",3
"619",619,619,619,1.0833575203925,0.601330074363057,2033,31,4,"Misspecified and correctly specified stock assessment",NA,NA,6,"No rho-adjustment","Two year updates",3
"620",620,620,620,1.0894205053032,0.613597492117834,2034,31,4,"Misspecified and correctly specified stock assessment",NA,NA,6,"No rho-adjustment","Two year updates",3
"621",621,621,621,0.99937482378335,0.593868514729299,2035,31,4,"Misspecified and correctly specified stock assessment",NA,NA,6,"No rho-adjustment","Two year updates",3
"622",622,622,622,0.989067935393793,0.605161748407643,2036,31,4,"Misspecified and correctly specified stock assessment",NA,NA,6,"No rho-adjustment","Two year updates",3
"623",623,623,623,1.19171442099529,0.607327176353503,2037,31,4,"Misspecified and correctly specified stock assessment",NA,NA,6,"No rho-adjustment","Two year updates",3
"624",624,624,624,1.18221614720662,0.629685050875796,2038,31,4,"Misspecified and correctly specified stock assessment",NA,NA,6,"No rho-adjustment","Two year updates",3
"625",625,625,625,2.41171358077067,0.065262579893617,2019,32,4,"Misspecified and correctly specified stock assessment",NA,NA,6,"No rho-adjustment","Two year updates",4
"626",626,626,626,3.2542720153145,0.0418049617021277,2020,32,4,"Misspecified and correctly specified stock assessment",NA,NA,6,"No rho-adjustment","Two year updates",4
"627",627,627,627,3.24672754426577,0.0320318135111465,2021,32,4,"Misspecified and correctly specified stock assessment",NA,NA,6,"No rho-adjustment","Two year updates",4
"628",628,628,628,3.24162279408781,0.0321235051671975,2022,32,4,"Misspecified and correctly specified stock assessment",NA,NA,6,"No rho-adjustment","Two year updates",4
"629",629,629,629,3.03569500516359,0.0565640640286624,2023,32,4,"Misspecified and correctly specified stock assessment",NA,NA,6,"No rho-adjustment","Two year updates",4
"630",630,630,630,3.04877532574395,0.0568711054060509,2024,32,4,"Misspecified and correctly specified stock assessment",NA,NA,6,"No rho-adjustment","Two year updates",4
"631",631,631,631,2.70271000030327,0.0888117919824841,2025,32,4,"Misspecified and correctly specified stock assessment",NA,NA,6,"No rho-adjustment","Two year updates",4
"632",632,632,632,2.79677191290707,0.0893512519824841,2026,32,4,"Misspecified and correctly specified stock assessment",NA,NA,6,"No rho-adjustment","Two year updates",4
"633",633,633,633,2.6092464124051,0.121319005414013,2027,32,4,"Misspecified and correctly specified stock assessment",NA,NA,6,"No rho-adjustment","Two year updates",4
"634",634,634,634,2.55734694554839,0.121420162117834,2028,32,4,"Misspecified and correctly specified stock assessment",NA,NA,6,"No rho-adjustment","Two year updates",4
"635",635,635,635,2.28976597007557,0.178373517993631,2029,32,4,"Misspecified and correctly specified stock assessment",NA,NA,6,"No rho-adjustment","Two year updates",4
"636",636,636,636,2.25447916991979,0.178185489649682,2030,32,4,"Misspecified and correctly specified stock assessment",NA,NA,6,"No rho-adjustment","Two year updates",4
"637",637,637,637,2.0208897319508,0.273239941958599,2031,32,4,"Misspecified and correctly specified stock assessment",NA,NA,6,"No rho-adjustment","Two year updates",4
"638",638,638,638,1.98311496913237,0.27645312683121,2032,32,4,"Misspecified and correctly specified stock assessment",NA,NA,6,"No rho-adjustment","Two year updates",4
"639",639,639,639,1.78697302715975,0.412345760589172,2033,32,4,"Misspecified and correctly specified stock assessment",NA,NA,6,"No rho-adjustment","Two year updates",4
"640",640,640,640,1.69064540029146,0.419896243949045,2034,32,4,"Misspecified and correctly specified stock assessment",NA,NA,6,"No rho-adjustment","Two year updates",4
"641",641,641,641,1.51371969485175,0.520746407484076,2035,32,4,"Misspecified and correctly specified stock assessment",NA,NA,6,"No rho-adjustment","Two year updates",4
"642",642,642,642,1.39514452242051,0.533194854219745,2036,32,4,"Misspecified and correctly specified stock assessment",NA,NA,6,"No rho-adjustment","Two year updates",4
"643",643,643,643,1.58521488118087,0.574762957882166,2037,32,4,"Misspecified and correctly specified stock assessment",NA,NA,6,"No rho-adjustment","Two year updates",4
"644",644,644,644,1.46052302044175,0.594660874442675,2038,32,4,"Misspecified and correctly specified stock assessment",NA,NA,6,"No rho-adjustment","Two year updates",4
