"","X","SSBestratioreal","Fratioreal","Year","Scenario","OM","Rho","Frequency","HCR","Misspecification","Compare_Mis","Compare_Rho","Compare_Freq"
"575",575,3.32967495747777,0.925502551910828,2021,27,2,"No rho-adjustment","Two year updates",3,NA,"Misspecified and correctly specified stock assessment",NA,NA
"576",576,3.32967495747777,0.925502551910828,2022,27,2,"No rho-adjustment","Two year updates",3,NA,"Misspecified and correctly specified stock assessment",NA,NA
"577",577,1.66362079586737,0.972132149522293,2023,27,2,"No rho-adjustment","Two year updates",3,NA,"Misspecified and correctly specified stock assessment",NA,NA
"578",578,1.66362079586737,0.972132149522293,2024,27,2,"No rho-adjustment","Two year updates",3,NA,"Misspecified and correctly specified stock assessment",NA,NA
"579",579,1.22976124567521,0.738662111226115,2025,27,2,"No rho-adjustment","Two year updates",3,NA,"Misspecified and correctly specified stock assessment",NA,NA
"580",580,1.22976124567521,0.738662111226115,2026,27,2,"No rho-adjustment","Two year updates",3,NA,"Misspecified and correctly specified stock assessment",NA,NA
"581",581,1.31732849300612,0.698005356449044,2027,27,2,"No rho-adjustment","Two year updates",3,NA,"Misspecified and correctly specified stock assessment",NA,NA
"582",582,1.31732849300612,0.698005356449044,2028,27,2,"No rho-adjustment","Two year updates",3,NA,"Misspecified and correctly specified stock assessment",NA,NA
"583",583,1.23486942966623,0.699124379617834,2029,27,2,"No rho-adjustment","Two year updates",3,NA,"Misspecified and correctly specified stock assessment",NA,NA
"584",584,1.23486942966623,0.699124379617834,2030,27,2,"No rho-adjustment","Two year updates",3,NA,"Misspecified and correctly specified stock assessment",NA,NA
"585",585,1.11689718854811,0.695279025,2031,27,2,"No rho-adjustment","Two year updates",3,NA,"Misspecified and correctly specified stock assessment",NA,NA
"586",586,1.11689718854811,0.695279025,2032,27,2,"No rho-adjustment","Two year updates",3,NA,"Misspecified and correctly specified stock assessment",NA,NA
"587",587,0.991059217606794,0.690194783121019,2033,27,2,"No rho-adjustment","Two year updates",3,NA,"Misspecified and correctly specified stock assessment",NA,NA
"588",588,0.991059217606794,0.690194783121019,2034,27,2,"No rho-adjustment","Two year updates",3,NA,"Misspecified and correctly specified stock assessment",NA,NA
"589",589,0.895288319976702,0.696764321656051,2035,27,2,"No rho-adjustment","Two year updates",3,NA,"Misspecified and correctly specified stock assessment",NA,NA
"590",590,0.895288319976702,0.696764321656051,2036,27,2,"No rho-adjustment","Two year updates",3,NA,"Misspecified and correctly specified stock assessment",NA,NA
"591",591,1.06014449194561,0.692665558280255,2037,27,2,"No rho-adjustment","Two year updates",3,NA,"Misspecified and correctly specified stock assessment",NA,NA
"592",592,1.06014449194561,0.692665558280255,2038,27,2,"No rho-adjustment","Two year updates",3,NA,"Misspecified and correctly specified stock assessment",NA,NA
"593",593,1.08096947111609,0.704756083041401,2039,27,2,"No rho-adjustment","Two year updates",3,NA,"Misspecified and correctly specified stock assessment",NA,NA
"594",594,1.08096947111609,0.704756083041401,2040,27,2,"No rho-adjustment","Two year updates",3,NA,"Misspecified and correctly specified stock assessment",NA,NA
"595",595,2.47408525239449,0.16920886643617,2019,28,2,"No rho-adjustment","Two year updates",4,NA,"Misspecified and correctly specified stock assessment",NA,NA
"596",596,2.47408525239449,0.16920886643617,2020,28,2,"No rho-adjustment","Two year updates",4,NA,"Misspecified and correctly specified stock assessment",NA,NA
"597",597,3.35446791230502,0.0361213902229299,2021,28,2,"No rho-adjustment","Two year updates",4,NA,"Misspecified and correctly specified stock assessment",NA,NA
"598",598,3.35446791230502,0.0361213902229299,2022,28,2,"No rho-adjustment","Two year updates",4,NA,"Misspecified and correctly specified stock assessment",NA,NA
"599",599,2.96678476723129,0.0309446294904459,2023,28,2,"No rho-adjustment","Two year updates",4,NA,"Misspecified and correctly specified stock assessment",NA,NA
"600",600,2.96678476723129,0.0309446294904459,2024,28,2,"No rho-adjustment","Two year updates",4,NA,"Misspecified and correctly specified stock assessment",NA,NA
"601",601,2.53091370748255,0.0546984474363057,2025,28,2,"No rho-adjustment","Two year updates",4,NA,"Misspecified and correctly specified stock assessment",NA,NA
"602",602,2.53091370748255,0.0546984474363057,2026,28,2,"No rho-adjustment","Two year updates",4,NA,"Misspecified and correctly specified stock assessment",NA,NA
"603",603,2.56587377113696,0.0861860604697452,2027,28,2,"No rho-adjustment","Two year updates",4,NA,"Misspecified and correctly specified stock assessment",NA,NA
"604",604,2.56587377113696,0.0861860604697452,2028,28,2,"No rho-adjustment","Two year updates",4,NA,"Misspecified and correctly specified stock assessment",NA,NA
"605",605,2.2463486883075,0.116497812324841,2029,28,2,"No rho-adjustment","Two year updates",4,NA,"Misspecified and correctly specified stock assessment",NA,NA
"606",606,2.2463486883075,0.116497812324841,2030,28,2,"No rho-adjustment","Two year updates",4,NA,"Misspecified and correctly specified stock assessment",NA,NA
"607",607,2.02307226116108,0.162343544904459,2031,28,2,"No rho-adjustment","Two year updates",4,NA,"Misspecified and correctly specified stock assessment",NA,NA
"608",608,2.02307226116108,0.162343544904459,2032,28,2,"No rho-adjustment","Two year updates",4,NA,"Misspecified and correctly specified stock assessment",NA,NA
"609",609,1.79161042427116,0.249732342515924,2033,28,2,"No rho-adjustment","Two year updates",4,NA,"Misspecified and correctly specified stock assessment",NA,NA
"610",610,1.79161042427116,0.249732342515924,2034,28,2,"No rho-adjustment","Two year updates",4,NA,"Misspecified and correctly specified stock assessment",NA,NA
"611",611,1.49025203207776,0.396322707324841,2035,28,2,"No rho-adjustment","Two year updates",4,NA,"Misspecified and correctly specified stock assessment",NA,NA
"612",612,1.49025203207776,0.396322707324841,2036,28,2,"No rho-adjustment","Two year updates",4,NA,"Misspecified and correctly specified stock assessment",NA,NA
"613",613,1.53987386302222,0.57214487794586,2037,28,2,"No rho-adjustment","Two year updates",4,NA,"Misspecified and correctly specified stock assessment",NA,NA
"614",614,1.53987386302222,0.57214487794586,2038,28,2,"No rho-adjustment","Two year updates",4,NA,"Misspecified and correctly specified stock assessment",NA,NA
"615",615,1.40555846646652,0.64730690183121,2039,28,2,"No rho-adjustment","Two year updates",4,NA,"Misspecified and correctly specified stock assessment",NA,NA
"616",616,1.40555846646652,0.64730690183121,2040,28,2,"No rho-adjustment","Two year updates",4,NA,"Misspecified and correctly specified stock assessment",NA,NA
"617",617,2.46521114503743,0.169523542579787,2019,29,6,"No rho-adjustment","Two year updates",1,4,"Misspecified and correctly specified stock assessment",NA,NA
"618",618,2.46521114503743,0.169523542579787,2020,29,6,"No rho-adjustment","Two year updates",1,4,"Misspecified and correctly specified stock assessment",NA,NA
"619",619,3.33936190578992,0.925505653901274,2021,29,6,"No rho-adjustment","Two year updates",1,4,"Misspecified and correctly specified stock assessment",NA,NA
"620",620,3.33936190578992,0.925505653901274,2022,29,6,"No rho-adjustment","Two year updates",1,4,"Misspecified and correctly specified stock assessment",NA,NA
"621",621,1.64629306994947,1.02425059992038,2023,29,6,"No rho-adjustment","Two year updates",1,4,"Misspecified and correctly specified stock assessment",NA,NA
"622",622,1.64629306994947,1.02425059992038,2024,29,6,"No rho-adjustment","Two year updates",1,4,"Misspecified and correctly specified stock assessment",NA,NA
"623",623,1.16363275690743,0.801401140605096,2025,29,6,"No rho-adjustment","Two year updates",1,4,"Misspecified and correctly specified stock assessment",NA,NA
"624",624,1.16363275690743,0.801401140605096,2026,29,6,"No rho-adjustment","Two year updates",1,4,"Misspecified and correctly specified stock assessment",NA,NA
"625",625,1.2230357463748,0.725273284156051,2027,29,6,"No rho-adjustment","Two year updates",1,4,"Misspecified and correctly specified stock assessment",NA,NA
"626",626,1.2230357463748,0.725273284156051,2028,29,6,"No rho-adjustment","Two year updates",1,4,"Misspecified and correctly specified stock assessment",NA,NA
"627",627,1.17486406626266,0.705897376910828,2029,29,6,"No rho-adjustment","Two year updates",1,4,"Misspecified and correctly specified stock assessment",NA,NA
"628",628,1.17486406626266,0.705897376910828,2030,29,6,"No rho-adjustment","Two year updates",1,4,"Misspecified and correctly specified stock assessment",NA,NA
"629",629,1.11793554105801,0.68999172205414,2031,29,6,"No rho-adjustment","Two year updates",1,4,"Misspecified and correctly specified stock assessment",NA,NA
"630",630,1.11793554105801,0.68999172205414,2032,29,6,"No rho-adjustment","Two year updates",1,4,"Misspecified and correctly specified stock assessment",NA,NA
"631",631,1.02313098021763,0.687462804458599,2033,29,6,"No rho-adjustment","Two year updates",1,4,"Misspecified and correctly specified stock assessment",NA,NA
"632",632,1.02313098021763,0.687462804458599,2034,29,6,"No rho-adjustment","Two year updates",1,4,"Misspecified and correctly specified stock assessment",NA,NA
"633",633,0.95625720890128,0.675052297452229,2035,29,6,"No rho-adjustment","Two year updates",1,4,"Misspecified and correctly specified stock assessment",NA,NA
"634",634,0.95625720890128,0.675052297452229,2036,29,6,"No rho-adjustment","Two year updates",1,4,"Misspecified and correctly specified stock assessment",NA,NA
"635",635,1.13308767908555,0.647427243152866,2037,29,6,"No rho-adjustment","Two year updates",1,4,"Misspecified and correctly specified stock assessment",NA,NA
"636",636,1.13308767908555,0.647427243152866,2038,29,6,"No rho-adjustment","Two year updates",1,4,"Misspecified and correctly specified stock assessment",NA,NA
"637",637,1.11420407296263,0.622020986942675,2039,29,6,"No rho-adjustment","Two year updates",1,4,"Misspecified and correctly specified stock assessment",NA,NA
"638",638,1.11420407296263,0.622020986942675,2040,29,6,"No rho-adjustment","Two year updates",1,4,"Misspecified and correctly specified stock assessment",NA,NA
"639",639,2.4624067364317,0.170609981648936,2019,30,6,"No rho-adjustment","Two year updates",2,4,"Misspecified and correctly specified stock assessment",NA,NA
"640",640,2.4624067364317,0.170609981648936,2020,30,6,"No rho-adjustment","Two year updates",2,4,"Misspecified and correctly specified stock assessment",NA,NA
"641",641,3.32569970816272,0.92274416656051,2021,30,6,"No rho-adjustment","Two year updates",2,4,"Misspecified and correctly specified stock assessment",NA,NA
"642",642,3.32569970816272,0.92274416656051,2022,30,6,"No rho-adjustment","Two year updates",2,4,"Misspecified and correctly specified stock assessment",NA,NA
"643",643,1.6197594610618,1.01598474984076,2023,30,6,"No rho-adjustment","Two year updates",2,4,"Misspecified and correctly specified stock assessment",NA,NA
"644",644,1.6197594610618,1.01598474984076,2024,30,6,"No rho-adjustment","Two year updates",2,4,"Misspecified and correctly specified stock assessment",NA,NA
"645",645,1.24814391781792,0.742630829617834,2025,30,6,"No rho-adjustment","Two year updates",2,4,"Misspecified and correctly specified stock assessment",NA,NA
"646",646,1.24814391781792,0.742630829617834,2026,30,6,"No rho-adjustment","Two year updates",2,4,"Misspecified and correctly specified stock assessment",NA,NA
"647",647,1.28861336907074,0.686678875796178,2027,30,6,"No rho-adjustment","Two year updates",2,4,"Misspecified and correctly specified stock assessment",NA,NA
"648",648,1.28861336907074,0.686678875796178,2028,30,6,"No rho-adjustment","Two year updates",2,4,"Misspecified and correctly specified stock assessment",NA,NA
"649",649,1.17077625606986,0.662573705732484,2029,30,6,"No rho-adjustment","Two year updates",2,4,"Misspecified and correctly specified stock assessment",NA,NA
"650",650,1.17077625606986,0.662573705732484,2030,30,6,"No rho-adjustment","Two year updates",2,4,"Misspecified and correctly specified stock assessment",NA,NA
"651",651,1.06977311123472,0.653205217356688,2031,30,6,"No rho-adjustment","Two year updates",2,4,"Misspecified and correctly specified stock assessment",NA,NA
"652",652,1.06977311123472,0.653205217356688,2032,30,6,"No rho-adjustment","Two year updates",2,4,"Misspecified and correctly specified stock assessment",NA,NA
"653",653,1.00931099623464,0.641813753980892,2033,30,6,"No rho-adjustment","Two year updates",2,4,"Misspecified and correctly specified stock assessment",NA,NA
"654",654,1.00931099623464,0.641813753980892,2034,30,6,"No rho-adjustment","Two year updates",2,4,"Misspecified and correctly specified stock assessment",NA,NA
"655",655,0.938839648596494,0.632851864968153,2035,30,6,"No rho-adjustment","Two year updates",2,4,"Misspecified and correctly specified stock assessment",NA,NA
"656",656,0.938839648596494,0.632851864968153,2036,30,6,"No rho-adjustment","Two year updates",2,4,"Misspecified and correctly specified stock assessment",NA,NA
"657",657,1.17817045293799,0.614313574681529,2037,30,6,"No rho-adjustment","Two year updates",2,4,"Misspecified and correctly specified stock assessment",NA,NA
"658",658,1.17817045293799,0.614313574681529,2038,30,6,"No rho-adjustment","Two year updates",2,4,"Misspecified and correctly specified stock assessment",NA,NA
"659",659,1.1392086642985,0.589357982006369,2039,30,6,"No rho-adjustment","Two year updates",2,4,"Misspecified and correctly specified stock assessment",NA,NA
"660",660,1.1392086642985,0.589357982006369,2040,30,6,"No rho-adjustment","Two year updates",2,4,"Misspecified and correctly specified stock assessment",NA,NA
"661",661,2.46391363436605,0.169316994015957,2019,31,6,"No rho-adjustment","Two year updates",3,4,"Misspecified and correctly specified stock assessment",NA,NA
"662",662,2.46391363436605,0.169316994015957,2020,31,6,"No rho-adjustment","Two year updates",3,4,"Misspecified and correctly specified stock assessment",NA,NA
"663",663,3.29649925811909,0.922944443789809,2021,31,6,"No rho-adjustment","Two year updates",3,4,"Misspecified and correctly specified stock assessment",NA,NA
"664",664,3.29649925811909,0.922944443789809,2022,31,6,"No rho-adjustment","Two year updates",3,4,"Misspecified and correctly specified stock assessment",NA,NA
"665",665,1.62700767066417,1.02000787237261,2023,31,6,"No rho-adjustment","Two year updates",3,4,"Misspecified and correctly specified stock assessment",NA,NA
"666",666,1.62700767066417,1.02000787237261,2024,31,6,"No rho-adjustment","Two year updates",3,4,"Misspecified and correctly specified stock assessment",NA,NA
"667",667,1.24334061437833,0.795333647292993,2025,31,6,"No rho-adjustment","Two year updates",3,4,"Misspecified and correctly specified stock assessment",NA,NA
"668",668,1.24334061437833,0.795333647292993,2026,31,6,"No rho-adjustment","Two year updates",3,4,"Misspecified and correctly specified stock assessment",NA,NA
"669",669,1.29937822521474,0.71602330772293,2027,31,6,"No rho-adjustment","Two year updates",3,4,"Misspecified and correctly specified stock assessment",NA,NA
"670",670,1.29937822521474,0.71602330772293,2028,31,6,"No rho-adjustment","Two year updates",3,4,"Misspecified and correctly specified stock assessment",NA,NA
"671",671,1.15915132313985,0.695827361464968,2029,31,6,"No rho-adjustment","Two year updates",3,4,"Misspecified and correctly specified stock assessment",NA,NA
"672",672,1.15915132313985,0.695827361464968,2030,31,6,"No rho-adjustment","Two year updates",3,4,"Misspecified and correctly specified stock assessment",NA,NA
"673",673,1.11244631855131,0.683330475955414,2031,31,6,"No rho-adjustment","Two year updates",3,4,"Misspecified and correctly specified stock assessment",NA,NA
"674",674,1.11244631855131,0.683330475955414,2032,31,6,"No rho-adjustment","Two year updates",3,4,"Misspecified and correctly specified stock assessment",NA,NA
"675",675,1.01714572697919,0.685453191878981,2033,31,6,"No rho-adjustment","Two year updates",3,4,"Misspecified and correctly specified stock assessment",NA,NA
"676",676,1.01714572697919,0.685453191878981,2034,31,6,"No rho-adjustment","Two year updates",3,4,"Misspecified and correctly specified stock assessment",NA,NA
"677",677,0.930066314394773,0.667840885509554,2035,31,6,"No rho-adjustment","Two year updates",3,4,"Misspecified and correctly specified stock assessment",NA,NA
"678",678,0.930066314394773,0.667840885509554,2036,31,6,"No rho-adjustment","Two year updates",3,4,"Misspecified and correctly specified stock assessment",NA,NA
"679",679,1.12922451306332,0.639338524681529,2037,31,6,"No rho-adjustment","Two year updates",3,4,"Misspecified and correctly specified stock assessment",NA,NA
"680",680,1.12922451306332,0.639338524681529,2038,31,6,"No rho-adjustment","Two year updates",3,4,"Misspecified and correctly specified stock assessment",NA,NA
"681",681,1.16626305020501,0.629685050875796,2039,31,6,"No rho-adjustment","Two year updates",3,4,"Misspecified and correctly specified stock assessment",NA,NA
"682",682,1.16626305020501,0.629685050875796,2040,31,6,"No rho-adjustment","Two year updates",3,4,"Misspecified and correctly specified stock assessment",NA,NA
"683",683,2.46250656032311,0.16960971518617,2019,32,6,"No rho-adjustment","Two year updates",4,4,"Misspecified and correctly specified stock assessment",NA,NA
"684",684,2.46250656032311,0.16960971518617,2020,32,6,"No rho-adjustment","Two year updates",4,4,"Misspecified and correctly specified stock assessment",NA,NA
"685",685,3.31467525113901,0.0362357264092357,2021,32,6,"No rho-adjustment","Two year updates",4,4,"Misspecified and correctly specified stock assessment",NA,NA
"686",686,3.31467525113901,0.0362357264092357,2022,32,6,"No rho-adjustment","Two year updates",4,4,"Misspecified and correctly specified stock assessment",NA,NA
"687",687,2.98449590781139,0.0319235381369427,2023,32,6,"No rho-adjustment","Two year updates",4,4,"Misspecified and correctly specified stock assessment",NA,NA
"688",688,2.98449590781139,0.0319235381369427,2024,32,6,"No rho-adjustment","Two year updates",4,4,"Misspecified and correctly specified stock assessment",NA,NA
"689",689,2.55401354778351,0.0575081667515923,2025,32,6,"No rho-adjustment","Two year updates",4,4,"Misspecified and correctly specified stock assessment",NA,NA
"690",690,2.55401354778351,0.0575081667515923,2026,32,6,"No rho-adjustment","Two year updates",4,4,"Misspecified and correctly specified stock assessment",NA,NA
"691",691,2.49858930075305,0.0921722020939491,2027,32,6,"No rho-adjustment","Two year updates",4,4,"Misspecified and correctly specified stock assessment",NA,NA
"692",692,2.49858930075305,0.0921722020939491,2028,32,6,"No rho-adjustment","Two year updates",4,4,"Misspecified and correctly specified stock assessment",NA,NA
"693",693,2.15852287882784,0.128348545270701,2029,32,6,"No rho-adjustment","Two year updates",4,4,"Misspecified and correctly specified stock assessment",NA,NA
"694",694,2.15852287882784,0.128348545270701,2030,32,6,"No rho-adjustment","Two year updates",4,4,"Misspecified and correctly specified stock assessment",NA,NA
"695",695,1.91067237755472,0.19356110183121,2031,32,6,"No rho-adjustment","Two year updates",4,4,"Misspecified and correctly specified stock assessment",NA,NA
"696",696,1.91067237755472,0.19356110183121,2032,32,6,"No rho-adjustment","Two year updates",4,4,"Misspecified and correctly specified stock assessment",NA,NA
"697",697,1.68622266798707,0.306044286305732,2033,32,6,"No rho-adjustment","Two year updates",4,4,"Misspecified and correctly specified stock assessment",NA,NA
"698",698,1.68622266798707,0.306044286305732,2034,32,6,"No rho-adjustment","Two year updates",4,4,"Misspecified and correctly specified stock assessment",NA,NA
"699",699,1.42101343387182,0.47948277611465,2035,32,6,"No rho-adjustment","Two year updates",4,4,"Misspecified and correctly specified stock assessment",NA,NA
"700",700,1.42101343387182,0.47948277611465,2036,32,6,"No rho-adjustment","Two year updates",4,4,"Misspecified and correctly specified stock assessment",NA,NA
"701",701,1.5511281557627,0.579013082484076,2037,32,6,"No rho-adjustment","Two year updates",4,4,"Misspecified and correctly specified stock assessment",NA,NA
"702",702,1.5511281557627,0.579013082484076,2038,32,6,"No rho-adjustment","Two year updates",4,4,"Misspecified and correctly specified stock assessment",NA,NA
"703",703,1.41157526450292,0.594660874442675,2039,32,6,"No rho-adjustment","Two year updates",4,4,"Misspecified and correctly specified stock assessment",NA,NA
"704",704,1.41157526450292,0.594660874442675,2040,32,6,"No rho-adjustment","Two year updates",4,4,"Misspecified and correctly specified stock assessment",NA,NA
